Order_ID,Order_Date,Customer_Segment,Priority,Product_Category,Order_Value_INR,Origin,Destination,Special_Handling,Carrier,Promised_Delivery_Days,Actual_Delivery_Days,Delivery_Status,Quality_Issue,Customer_Rating,Delivery_Cost_INR,Route,Distance_KM,Fuel_Consumption_L,Toll_Charges_INR,Traffic_Delay_Minutes,Weather_Impact,Fuel_Cost,Labor_Cost,Vehicle_Maintenance,Insurance,Packaging_Cost,Technology_Platform_Fee,Other_Overhead,Is_Delayed,Delay_Severity,Delay_Days,Delay_Percentage,Cost_to_Value_Ratio,Has_Weather_Impact,Has_Special_Handling,Has_Quality_Issue,Is_Express,Is_Economy,Is_High_Value_Order,Order_Day_of_Week,Order_Month,Order_Day,Is_Weekend_Order,Is_Month_End,Carrier_Historical_Delay_Rate,Carrier_Avg_Rating,Route_Historical_Delay_Rate,Category_Historical_Delay_Rate
ORD000123,2025-10-03,Individual,Express,Industrial,756.16,Mumbai,Hong Kong,,QuickShip,2.0,2.0,On-Time,Minor_Damage,3.0,432.09,Mumbai_to_Hong Kong,3906.33,464.67,0.0,0.0,,159.12,122.35,54.02,35.56,32.64,36.64,28.35,0.0,0.0,0.0,0.0,0.5706719847852502,0,0,1,1,0,0,4,10,3,0,0,0.25806451612903225,4.096774193548387,0.0,0.5652173913043478
ORD000124,2025-10-18,SMB,Standard,Books,224.99,Mumbai,Pune,,QuickShip,5.0,5.0,On-Time,Perfect,5.0,573.88,Mumbai_to_Pune,198.09,23.22,158.48,89.0,,218.21,192.91,61.33,56.02,38.13,61.11,50.27,0.0,0.0,0.0,0.0,2.539404398424709,0,0,0,0,0,0,5,10,18,1,0,0.25806451612903225,4.096774193548387,0.5,0.2608695652173913
ORD000125,2025-09-23,SMB,Express,Electronics,63.28,Delhi,Mumbai,,SpeedyLogistics,2.0,3.0,Slightly-Delayed,Perfect,3.0,292.1,Delhi_to_Mumbai,1438.83,170.17,1151.07,83.0,,111.35,100.65,33.78,27.14,16.53,31.61,25.44,1.0,1.0,1.0,50.0,4.544181705040448,0,0,0,1,0,0,1,9,23,0,0,0.5121951219512195,3.5121951219512195,0.4,0.5909090909090909
ORD000126,2025-09-24,Enterprise,Express,Industrial,77.55,Kolkata,Pune,,ReliableExpress,1.0,2.0,Slightly-Delayed,Perfect,3.0,266.94,Kolkata_to_Pune,806.53,100.26,645.22,0.0,,98.17,73.47,38.35,15.6,14.06,29.02,19.69,1.0,1.0,1.0,100.0,3.398345003182686,0,0,0,1,0,0,2,9,24,0,0,0.525,3.575,0.5,0.5652173913043478
ORD000127,2025-10-07,SMB,Express,Electronics,903.84,Kolkata,Hong Kong,,EcoDeliver,2.0,2.0,On-Time,Perfect,5.0,588.81,Kolkata_to_Hong Kong,4754.72,566.58,0.0,0.0,,226.64,169.78,63.84,54.07,45.6,51.56,50.65,0.0,0.0,0.0,0.0,0.6507338313956058,0,0,0,1,0,0,1,10,7,0,0,0.375,4.0,0.5,0.5909090909090909
ORD000128,2025-10-05,Individual,Standard,Healthcare,52.56,Mumbai,Singapore,,ReliableExpress,3.0,4.0,Slightly-Delayed,Perfect,3.0,391.39,Mumbai_to_Singapore,2662.56,314.9,0.0,0.0,,137.42,121.5,48.16,35.79,35.8,42.42,21.63,1.0,1.0,1.0,33.33333333333333,7.307505601194921,0,0,0,0,0,0,6,10,5,1,0,0.525,3.575,0.6,0.5333333333333333
ORD000129,2025-10-14,Enterprise,Economy,Fashion,3280.49,Bangalore,Bangkok,,ReliableExpress,5.0,7.0,Slightly-Delayed,Perfect,3.0,840.98,Bangalore_to_Bangkok,2525.67,306.75,0.0,0.0,,322.84,266.68,113.41,57.31,79.02,91.68,46.78,1.0,1.0,2.0,40.0,0.25627992162097096,0,0,0,0,1,1,1,10,14,0,0,0.525,3.575,0.5714285714285714,0.4444444444444444
ORD000130,2025-10-10,SMB,Standard,Books,143.22,Bangalore,Delhi,,EcoDeliver,5.0,5.0,On-Time,Perfect,5.0,562.77,Bangalore_to_Delhi,1715.78,206.71,1372.62,10.0,,191.78,190.58,57.61,55.19,47.25,59.23,35.75,0.0,0.0,0.0,0.0,3.9021633615309943,0,0,0,0,0,0,4,10,10,0,0,0.375,4.0,0.3333333333333333,0.2608695652173913
ORD000131,2025-09-22,Individual,Economy,Fashion,1016.71,Chennai,Delhi,Temperature_Controlled,SpeedyLogistics,5.0,5.0,On-Time,Perfect,5.0,404.32,Chennai_to_Delhi,826.75,97.47,661.4,114.0,,131.36,139.17,46.46,35.89,28.16,34.6,20.43,0.0,0.0,0.0,0.0,0.39728409861355396,0,1,0,0,1,0,0,9,22,0,0,0.5121951219512195,3.5121951219512195,0.0,0.4444444444444444
ORD000132,2025-09-27,Individual,Standard,Electronics,156.71,Chennai,Kolkata,,QuickShip,5.0,6.0,Slightly-Delayed,Perfect,4.0,439.72,Chennai_to_Kolkata,700.19,87.96,560.15,70.0,Light_Rain,155.85,152.84,52.09,29.84,29.55,44.33,31.67,1.0,1.0,1.0,20.0,2.7881554752393636,1,0,0,0,0,0,5,9,27,1,1,0.25806451612903225,4.096774193548387,0.6666666666666666,0.5909090909090909
ORD000133,2025-10-05,SMB,Standard,Books,102.22,Delhi,Bangkok,,EcoDeliver,5.0,5.0,On-Time,Wrong_Item,4.0,433.55,Delhi_to_Bangkok,3202.83,386.97,0.0,0.0,Light_Rain,168.21,130.3,54.36,24.68,42.98,39.02,23.27,0.0,0.0,0.0,0.0,4.200251889168766,1,0,1,0,0,0,6,10,5,1,0,0.375,4.0,0.3333333333333333,0.2608695652173913
ORD000134,2025-09-01,Individual,Economy,Fashion,583.56,Bangalore,Chennai,,SpeedyLogistics,5.0,6.0,Slightly-Delayed,Perfect,3.0,770.25,Bangalore_to_Chennai,1611.11,193.78,1288.89,108.0,,282.15,238.42,93.01,54.77,68.75,67.65,70.1,1.0,1.0,1.0,20.0,1.3176577254687287,0,0,0,0,1,0,0,9,1,0,0,0.5121951219512195,3.5121951219512195,0.3333333333333333,0.4444444444444444
ORD000135,2025-10-05,SMB,Standard,Industrial,1954.08,Bangalore,Kolkata,,ReliableExpress,3.0,6.0,Severely-Delayed,Perfect,1.0,565.66,Bangalore_to_Kolkata,416.43,48.29,333.14,102.0,,206.4,165.11,69.52,35.54,49.56,56.86,37.36,1.0,2.0,3.0,100.0,0.28932831393088776,0,0,0,0,0,1,6,10,5,1,0,0.525,3.575,0.5,0.5652173913043478
ORD000136,2025-10-07,Enterprise,Economy,Food & Beverage,278.37,Hyderabad,Ahmedabad,,QuickShip,5.0,10.0,Severely-Delayed,Perfect,1.0,758.17,Hyderabad_to_Ahmedabad,1181.27,140.4,945.02,14.0,Heavy_Rain,272.64,265.04,92.32,72.81,50.99,62.31,45.65,1.0,2.0,5.0,100.0,2.713856176396893,1,0,0,0,1,0,1,10,7,0,0,0.25806451612903225,4.096774193548387,0.5,0.36363636363636365
ORD000137,2025-10-17,Individual,Express,Electronics,365.69,Bangalore,Bangkok,,QuickShip,2.0,2.0,On-Time,Perfect,5.0,325.28,Bangalore_to_Bangkok,3380.01,401.55,0.0,0.0,Light_Rain,111.2,88.46,32.53,31.15,29.99,35.68,18.99,0.0,0.0,0.0,0.0,0.8870708227658239,1,0,0,1,0,0,4,10,17,0,0,0.25806451612903225,4.096774193548387,0.5714285714285714,0.5909090909090909
ORD000138,2025-09-14,Individual,Economy,Fashion,1354.42,Delhi,Mumbai,Temperature_Controlled,ReliableExpress,10.0,13.0,Severely-Delayed,Incomplete,3.0,808.82,Delhi_to_Mumbai,180.99,23.99,144.79,92.0,Light_Rain,252.38,207.67,110.16,78.0,57.85,68.56,61.16,1.0,2.0,3.0,30.0,0.5967301648197607,1,1,1,0,1,0,6,9,14,1,0,0.525,3.575,0.4,0.4444444444444444
ORD000139,2025-09-03,Individual,Express,Electronics,1423.38,Delhi,Pune,,EcoDeliver,1.0,4.0,Severely-Delayed,Perfect,1.0,495.14,Delhi_to_Pune,1212.91,142.06,970.32,56.0,,165.81,142.34,64.9,42.55,27.5,40.32,49.37,1.0,2.0,3.0,300.0,0.3476179109507294,0,0,0,1,0,1,2,9,3,0,0,0.375,4.0,0.6666666666666666,0.5909090909090909
ORD000140,2025-09-01,Individual,Economy,Home Goods,380.8,Bangalore,Chennai,,ReliableExpress,10.0,10.0,On-Time,Perfect,4.0,652.02,Bangalore_to_Chennai,177.19,19.16,141.75,108.0,,210.78,166.51,71.39,33.87,45.37,73.09,43.73,0.0,0.0,0.0,0.0,1.7077527501309586,0,0,0,0,1,0,0,9,1,0,0,0.525,3.575,0.3333333333333333,0.5555555555555556
ORD000141,2025-09-05,SMB,Standard,Electronics,207.43,Kolkata,Bangkok,,SpeedyLogistics,4.0,6.0,Slightly-Delayed,Perfect,3.0,734.19,Kolkata_to_Bangkok,2383.6,288.69,0.0,0.0,,252.87,233.15,92.1,68.33,68.5,59.03,65.27,1.0,1.0,2.0,50.0,3.522477570407331,0,0,0,0,0,0,4,9,5,0,0,0.5121951219512195,3.5121951219512195,1.0,0.5909090909090909
ORD000142,2025-09-26,SMB,Economy,Books,456.68,Bangalore,Hong Kong,,EcoDeliver,7.0,7.0,On-Time,Perfect,5.0,598.16,Bangalore_to_Hong Kong,3249.7,390.19,0.0,0.0,,207.01,208.69,74.27,59.42,52.48,53.8,46.01,0.0,0.0,0.0,0.0,1.306939346268135,0,0,0,0,1,0,4,9,26,0,1,0.375,4.0,0.3333333333333333,0.2608695652173913
ORD000143,2025-09-14,Individual,Express,Home Goods,302.97,Chennai,Ahmedabad,,SpeedyLogistics,1.0,2.0,Slightly-Delayed,Incomplete,1.0,349.92,Chennai_to_Ahmedabad,1754.23,207.77,1403.39,37.0,,139.69,117.49,36.7,29.85,23.54,28.09,24.56,1.0,1.0,1.0,100.0,1.1511662335098858,0,0,1,1,0,0,6,9,14,1,0,0.5121951219512195,3.5121951219512195,0.3333333333333333,0.5555555555555556
ORD000144,2025-10-09,SMB,Standard,Books,645.14,Kolkata,Hong Kong,,GlobalTransit,3.0,5.0,Slightly-Delayed,Wrong_Item,2.0,539.6,Kolkata_to_Hong Kong,3312.45,401.32,0.0,0.0,,174.55,179.09,63.06,49.31,27.0,49.81,33.49,1.0,1.0,2.0,66.66666666666666,0.8351131333766676,0,0,1,0,0,0,3,10,9,0,0,0.6363636363636364,3.090909090909091,0.5,0.2608695652173913
ORD000145,2025-09-27,Individual,Economy,Food & Beverage,67.26,Bangalore,Delhi,,QuickShip,10.0,10.0,On-Time,Perfect,5.0,777.65,Bangalore_to_Delhi,424.9,49.09,339.92,114.0,,251.46,199.72,85.04,60.48,50.21,75.2,53.54,0.0,0.0,0.0,0.0,11.392469967770289,0,0,0,0,1,0,5,9,27,1,1,0.25806451612903225,4.096774193548387,0.3333333333333333,0.36363636363636365
ORD000146,2025-09-09,Individual,Standard,Home Goods,611.41,Delhi,Bangalore,Temperature_Controlled,QuickShip,4.0,5.0,Slightly-Delayed,Perfect,3.0,747.94,Delhi_to_Bangalore,1361.22,166.83,1088.98,86.0,,289.89,254.7,93.23,49.74,41.39,88.36,39.65,1.0,1.0,1.0,25.0,1.2213059878186183,0,1,0,0,0,0,1,9,9,0,0,0.25806451612903225,4.096774193548387,0.6666666666666666,0.5555555555555556
ORD000147,2025-09-15,Individual,Standard,Industrial,137.35,Hyderabad,Chennai,,GlobalTransit,5.0,6.0,Slightly-Delayed,Perfect,3.0,618.15,Hyderabad_to_Chennai,1623.27,197.97,1298.62,111.0,Light_Rain,203.84,172.96,71.72,35.99,55.11,52.48,50.53,1.0,1.0,1.0,20.0,4.468015901698591,1,0,0,0,0,0,0,9,15,0,0,0.6363636363636364,3.090909090909091,0.5,0.5652173913043478
ORD000148,2025-09-15,SMB,Standard,Electronics,1570.0,Delhi,Mumbai,,EcoDeliver,3.0,3.0,On-Time,Perfect,5.0,285.28,Delhi_to_Mumbai,408.74,47.76,326.99,46.0,Light_Rain,89.12,73.33,41.5,16.98,25.98,29.04,15.37,0.0,0.0,0.0,0.0,0.18159134309357094,1,0,0,0,0,1,0,9,15,0,0,0.375,4.0,0.4,0.5909090909090909
ORD000149,2025-09-26,SMB,Standard,Fashion,147.13,Bangalore,Chennai,,ReliableExpress,4.0,4.0,On-Time,Perfect,5.0,542.75,Bangalore_to_Chennai,1774.26,215.45,1419.41,84.0,,214.68,149.09,77.6,31.72,50.31,43.71,41.03,0.0,0.0,0.0,0.0,3.6640113413893203,0,0,0,0,0,0,4,9,26,0,1,0.525,3.575,0.3333333333333333,0.4444444444444444
ORD000150,2025-10-12,Enterprise,Standard,Healthcare,151.01,Ahmedabad,Dubai,,QuickShip,5.0,5.0,On-Time,Perfect,4.0,410.63,Ahmedabad_to_Dubai,2448.8,292.66,0.0,0.0,,154.78,141.04,59.73,37.36,38.77,36.12,26.37,0.0,0.0,0.0,0.0,2.7013354384579964,0,0,0,0,0,0,6,10,12,1,0,0.25806451612903225,4.096774193548387,0.5,0.5333333333333333
ORD000151,2025-09-13,SMB,Standard,Electronics,786.9,Mumbai,Ahmedabad,,,,,,,,,Mumbai_to_Ahmedabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,5,9,13,1,0,,,0.5,0.5909090909090909
ORD000152,2025-10-02,Enterprise,Economy,Electronics,412.12,Mumbai,Ahmedabad,,,,,,,,,Mumbai_to_Ahmedabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,3,10,2,0,0,,,0.5,0.5909090909090909
ORD000153,2025-10-09,SMB,Express,Food & Beverage,12270.8,Delhi,Bangkok,Fragile,,,,,,,,Delhi_to_Bangkok,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,1,0,1,3,10,9,0,0,,,0.3333333333333333,0.36363636363636365
ORD000154,2025-10-19,SMB,Standard,Industrial,35.02,Pune,Chennai,Fragile,,,,,,,,Pune_to_Chennai,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,0,0,6,10,19,1,0,,,,0.5652173913043478
ORD000155,2025-10-02,Enterprise,Economy,Healthcare,475.7,Mumbai,Bangalore,,,,,,,,,Mumbai_to_Bangalore,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,3,10,2,0,0,,,0.0,0.5333333333333333
ORD000156,2025-09-04,SMB,Economy,Home Goods,2196.18,Mumbai,Kolkata,Temperature_Controlled,,,,,,,,Mumbai_to_Kolkata,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,1,1,3,9,4,0,0,,,0.5,0.5555555555555556
ORD000157,2025-09-30,Enterprise,Standard,Home Goods,169.45,Mumbai,Pune,,,,,,,,,Mumbai_to_Pune,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,1,9,30,0,1,,,0.5,0.5555555555555556
ORD000158,2025-10-07,Enterprise,Standard,Home Goods,102.94,Mumbai,Bangkok,,,,,,,,,Mumbai_to_Bangkok,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,1,10,7,0,0,,,0.6,0.5555555555555556
ORD000159,2025-09-23,Individual,Standard,Books,109.26,Mumbai,Bangkok,,,,,,,,,Mumbai_to_Bangkok,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,1,9,23,0,0,,,0.6,0.2608695652173913
ORD000160,2025-10-09,SMB,Express,Books,35.95,Bangalore,Chennai,Hazmat,,,,,,,,Bangalore_to_Chennai,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,1,0,0,3,10,9,0,0,,,0.3333333333333333,0.2608695652173913
ORD000161,2025-10-15,Enterprise,Standard,Fashion,3055.07,Bangalore,Mumbai,,,,,,,,,Bangalore_to_Mumbai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,1,2,10,15,0,0,,,0.5,0.4444444444444444
ORD000162,2025-09-15,SMB,Standard,Healthcare,246.06,Delhi,Singapore,,,,,,,,,Delhi_to_Singapore,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,0,9,15,0,0,,,0.0,0.5333333333333333
ORD000163,2025-10-13,Individual,Standard,Home Goods,206.02,Delhi,Hyderabad,,,,,,,,,Delhi_to_Hyderabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,0,10,13,0,0,,,0.0,0.5555555555555556
ORD000164,2025-09-29,Enterprise,Express,Books,16.67,Mumbai,Hyderabad,,,,,,,,,Mumbai_to_Hyderabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,1,0,0,0,9,29,0,1,,,0.5,0.2608695652173913
ORD000165,2025-10-06,SMB,Economy,Fashion,46.97,Delhi,Bangkok,,,,,,,,,Delhi_to_Bangkok,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,0,10,6,0,0,,,0.3333333333333333,0.4444444444444444
ORD000166,2025-09-13,Enterprise,Economy,Industrial,3633.98,Bangalore,Kolkata,,,,,,,,,Bangalore_to_Kolkata,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,1,5,9,13,1,0,,,0.5,0.5652173913043478
ORD000167,2025-10-02,Enterprise,Standard,Fashion,635.66,Kolkata,Pune,,,,,,,,,Kolkata_to_Pune,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,3,10,2,0,0,,,0.5,0.4444444444444444
ORD000168,2025-09-07,SMB,Standard,Books,2320.99,Mumbai,Chennai,,,,,,,,,Mumbai_to_Chennai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,1,6,9,7,1,0,,,1.0,0.2608695652173913
ORD000169,2025-09-22,SMB,Standard,Food & Beverage,1919.82,Bangalore,Dubai,,,,,,,,,Bangalore_to_Dubai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,1,0,9,22,0,0,,,0.5,0.36363636363636365
ORD000170,2025-09-28,SMB,Economy,Food & Beverage,89.93,Delhi,Hyderabad,,,,,,,,,Delhi_to_Hyderabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,6,9,28,1,1,,,0.0,0.36363636363636365
ORD000171,2025-09-02,Individual,Standard,Home Goods,15440.85,Hyderabad,Bangalore,,,,,,,,,Hyderabad_to_Bangalore,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,1,1,9,2,0,0,,,0.0,0.5555555555555556
ORD000172,2025-10-12,Individual,Express,Food & Beverage,7514.57,Chennai,Bangkok,,,,,,,,,Chennai_to_Bangkok,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,1,0,1,6,10,12,1,0,,,,0.36363636363636365
ORD000173,2025-10-15,SMB,Economy,Home Goods,173.18,Bangalore,Mumbai,,,,,,,,,Bangalore_to_Mumbai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,2,10,15,0,0,,,0.5,0.5555555555555556
ORD000174,2025-09-06,SMB,Economy,Home Goods,1.91,Delhi,Hong Kong,,,,,,,,,Delhi_to_Hong Kong,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,5,9,6,1,0,,,0.0,0.5555555555555556
ORD000175,2025-09-28,Individual,Economy,Books,236.32,Pune,Hyderabad,,,,,,,,,Pune_to_Hyderabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,6,9,28,1,1,,,0.0,0.2608695652173913
ORD000176,2025-09-28,Enterprise,Economy,Food & Beverage,576.77,Mumbai,Bangalore,Hazmat,,,,,,,,Mumbai_to_Bangalore,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,1,0,6,9,28,1,1,,,0.0,0.36363636363636365
ORD000177,2025-10-14,SMB,Standard,Home Goods,172.16,Mumbai,Chennai,,,,,,,,,Mumbai_to_Chennai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,1,10,14,0,0,,,1.0,0.5555555555555556
ORD000178,2025-10-14,Enterprise,Standard,Healthcare,289.37,Delhi,Mumbai,,,,,,,,,Delhi_to_Mumbai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,1,10,14,0,0,,,0.4,0.5333333333333333
ORD000179,2025-09-20,Enterprise,Economy,Industrial,116.4,Mumbai,Dubai,,,,,,,,,Mumbai_to_Dubai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,5,9,20,1,0,,,1.0,0.5652173913043478
ORD000180,2025-09-30,Individual,Economy,Fashion,1607.53,Pune,Singapore,,,,,,,,,Pune_to_Singapore,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,1,1,9,30,0,1,,,0.0,0.4444444444444444
ORD000181,2025-09-11,Individual,Express,Fashion,443.83,Kolkata,Delhi,,,,,,,,,Kolkata_to_Delhi,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,1,0,0,3,9,11,0,0,,,0.3333333333333333,0.4444444444444444
ORD000182,2025-09-28,SMB,Express,Books,1681.21,Delhi,Bangkok,,,,,,,,,Delhi_to_Bangkok,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,1,0,1,6,9,28,1,1,,,0.3333333333333333,0.2608695652173913
ORD000183,2025-09-25,SMB,Standard,Food & Beverage,2523.26,Bangalore,Singapore,,,,,,,,,Bangalore_to_Singapore,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,1,3,9,25,0,1,,,0.0,0.36363636363636365
ORD000184,2025-10-09,Enterprise,Economy,Food & Beverage,15.46,Ahmedabad,Dubai,,,,,,,,,Ahmedabad_to_Dubai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,3,10,9,0,0,,,0.5,0.36363636363636365
ORD000185,2025-10-03,Enterprise,Economy,Home Goods,127.0,Hyderabad,Mumbai,Temperature_Controlled,,,,,,,,Hyderabad_to_Mumbai,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,1,0,4,10,3,0,0,,,0.5,0.5555555555555556
ORD000186,2025-09-01,Enterprise,Express,Electronics,158.22,Chennai,Hyderabad,Fragile,,,,,,,,Chennai_to_Hyderabad,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,1,0,0,0,9,1,0,0,,,0.6666666666666666,0.5909090909090909
ORD000187,2025-09-27,SMB,Standard,Home Goods,19092.65,Pune,Singapore,,,,,,,,,Pune_to_Singapore,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,1,5,9,27,1,1,,,0.0,0.5555555555555556
ORD000188,2025-09-13,Individual,Standard,Industrial,504.47,Ahmedabad,Bangkok,,,,,,,,,Ahmedabad_to_Bangkok,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,5,9,13,1,0,,,1.0,0.5652173913043478
ORD000189,2025-10-11,SMB,Economy,Healthcare,1364.91,Kolkata,Delhi,Fragile,,,,,,,,Kolkata_to_Delhi,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,1,0,5,10,11,1,0,,,0.3333333333333333,0.5333333333333333
ORD000190,2025-09-03,Enterprise,Economy,Fashion,24.02,Mumbai,Kolkata,,,,,,,,,Mumbai_to_Kolkata,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,2,9,3,0,0,,,0.5,0.4444444444444444
ORD000191,2025-10-09,Individual,Economy,Home Goods,500.11,Delhi,Ahmedabad,,,,,,,,,Delhi_to_Ahmedabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,3,10,9,0,0,,,0.0,0.5555555555555556
ORD000192,2025-09-06,Individual,Standard,Electronics,1750.12,Hyderabad,Bangalore,Hazmat,,,,,,,,Hyderabad_to_Bangalore,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,0,1,5,9,6,1,0,,,0.0,0.5909090909090909
ORD000193,2025-09-08,SMB,Standard,Electronics,1469.9,Mumbai,Hyderabad,,,,,,,,,Mumbai_to_Hyderabad,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,1,0,9,8,0,0,,,0.5,0.5909090909090909
ORD000194,2025-09-27,SMB,Standard,Home Goods,1027.72,Hyderabad,Singapore,,,,,,,,,Hyderabad_to_Singapore,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,0,0,5,9,27,1,1,,,0.5,0.5555555555555556
ORD000195,2025-09-09,SMB,Express,Books,411.37,Mumbai,Hong Kong,Hazmat,,,,,,,,Mumbai_to_Hong Kong,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,1,0,0,1,9,9,0,0,,,0.0,0.2608695652173913
ORD000196,2025-10-07,Enterprise,Economy,Fashion,442.46,Mumbai,Chennai,,,,,,,,,Mumbai_to_Chennai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,1,10,7,0,0,,,1.0,0.4444444444444444
ORD000197,2025-10-03,SMB,Economy,Books,31.82,Delhi,Kolkata,,,,,,,,,Delhi_to_Kolkata,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,4,10,3,0,0,,,,0.2608695652173913
ORD000198,2025-10-12,Individual,Economy,Healthcare,104.5,Mumbai,Dubai,,,,,,,,,Mumbai_to_Dubai,,,,,,,,,,,,,,,0.0,0.0,,0,0,1,0,1,0,6,10,12,1,0,,,1.0,0.5333333333333333
ORD000199,2025-10-14,Enterprise,Economy,Electronics,570.44,Pune,Ahmedabad,Fragile,,,,,,,,Pune_to_Ahmedabad,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,1,0,1,10,14,0,0,,,,0.5909090909090909
ORD000200,2025-09-24,Enterprise,Standard,Electronics,137.83,Hyderabad,Mumbai,Temperature_Controlled,,,,,,,,Hyderabad_to_Mumbai,,,,,,,,,,,,,,,0.0,0.0,,0,1,1,0,0,0,2,9,24,0,0,,,0.5,0.5909090909090909
